Clave,Fecha,Almacenamiento
IRASO,2017-04-07,0.3
CHTSO,2017-04-07,5.96
ARLSO,2017-04-07,0.01
PMOSO,2017-04-07,15.68
ARCSO,2017-04-07,209.33
AGZCH,2017-04-07,68.18
AOBSO,2017-04-07,1068.93
PECSO,2017-04-07,2330.27
LCDSO,2017-04-07,639.15
LCDSO,2017-04-08,638.44
PECSO,2017-04-08,2330.27
AOBSO,2017-04-08,1060.51
AGZCH,2017-04-08,68
ARCSO,2017-04-08,207.56
PMOSO,2017-04-08,15.59
ARLSO,2017-04-08,0.01
CHTSO,2017-04-08,5.86
IRASO,2017-04-08,0.29
IRASO,2017-04-09,0.29
CHTSO,2017-04-09,5.77
ARLSO,2017-04-09,0.01
PMOSO,2017-04-09,15.5
ARCSO,2017-04-09,205.8
AGZCH,2017-04-09,67.82
AOBSO,2017-04-09,1053.97
PECSO,2017-04-09,2329.3
LCDSO,2017-04-09,637.73
LCDSO,2017-04-10,637.02
PECSO,2017-04-10,2330.27
AOBSO,2017-04-10,1052.1
AGZCH,2017-04-10,67.59
ARCSO,2017-04-10,204.03
PMOSO,2017-04-10,15.41
ARLSO,2017-04-10,0.01
CHTSO,2017-04-10,5.72
IRASO,2017-04-10,0.29
IRASO,2017-04-11,0.29
CHTSO,2017-04-11,5.63
ARLSO,2017-04-11,0.01
PMOSO,2017-04-11,15.32
ARCSO,2017-04-11,204.47
AGZCH,2017-04-11,67.41
AOBSO,2017-04-11,1047.42
PECSO,2017-04-11,2330.27
LCDSO,2017-04-11,636.31
LCDSO,2017-04-12,635.6
PECSO,2017-04-12,2330.27
AOBSO,2017-04-12,1040.88
AGZCH,2017-04-12,67.11
ARCSO,2017-04-12,204.47
PMOSO,2017-04-12,15.23
ARLSO,2017-04-12,0.01
CHTSO,2017-04-12,5.56
IRASO,2017-04-12,0.28
IRASO,2017-04-13,0.28
CHTSO,2017-04-13,5.52
ARLSO,2017-04-13,0.01
PMOSO,2017-04-13,15.14
ARCSO,2017-04-13,204.25
AGZCH,2017-04-13,66.93
AOBSO,2017-04-13,1035.62
PECSO,2017-04-13,2330.27
LCDSO,2017-04-13,634.89
LCDSO,2017-04-14,634.19
PECSO,2017-04-14,2330.27
AOBSO,2017-04-14,1032.12
AGZCH,2017-04-14,66.64
ARCSO,2017-04-14,204.25
PMOSO,2017-04-14,15.06
ARLSO,2017-04-14,0.01
CHTSO,2017-04-14,5.47
IRASO,2017-04-14,0.28
IRASO,2017-04-15,0.28
CHTSO,2017-04-15,5.43
ARLSO,2017-04-15,0.01
PMOSO,2017-04-15,14.98
ARCSO,2017-04-15,204.25
AGZCH,2017-04-15,66.46
AOBSO,2017-04-15,1029.49
PECSO,2017-04-15,2330.27
LCDSO,2017-04-15,633.48
LCDSO,2017-04-16,632.77
PECSO,2017-04-16,2330.27
AOBSO,2017-04-16,1026.86
AGZCH,2017-04-16,66.22
ARCSO,2017-04-16,204.03
PMOSO,2017-04-16,14.91
ARLSO,2017-04-16,0.01
CHTSO,2017-04-16,5.38
IRASO,2017-04-16,0.27
IRASO,2017-04-17,0.27
CHTSO,2017-04-17,5.33
ARLSO,2017-04-17,0.01
PMOSO,2017-04-17,14.87
ARCSO,2017-04-17,204.03
AGZCH,2017-04-17,66.04
AOBSO,2017-04-17,1023.35
PECSO,2017-04-17,2330.27
LCDSO,2017-04-17,632.06
LCDSO,2017-04-18,631.71
PECSO,2017-04-18,2329.3
AOBSO,2017-04-18,1019.85
AGZCH,2017-04-18,65.75
ARCSO,2017-04-18,204.03
PMOSO,2017-04-18,14.83
ARLSO,2017-04-18,0.01
CHTSO,2017-04-18,5.31
IRASO,2017-04-18,0.27
IRASO,2017-04-19,0.27
CHTSO,2017-04-19,5.22
ARLSO,2017-04-19,0.01
PMOSO,2017-04-19,14.72
ARCSO,2017-04-19,203.81
AGZCH,2017-04-19,65.33
AOBSO,2017-04-19,1018.09
PECSO,2017-04-19,2328.32
LCDSO,2017-04-19,631
LCDSO,2017-04-20,630.29
PECSO,2017-04-20,2326.37
AOBSO,2017-04-20,1016.34
AGZCH,2017-04-20,64.98
ARCSO,2017-04-20,203.81
PMOSO,2017-04-20,14.68
ARLSO,2017-04-20,0.01
CHTSO,2017-04-20,5.13
IRASO,2017-04-20,0.27
IRASO,2017-04-21,0.27
CHTSO,2017-04-21,5.07
ARLSO,2017-04-21,0.01
PMOSO,2017-04-21,14.61
ARCSO,2017-04-21,203.81
AGZCH,2017-04-21,64.63
AOBSO,2017-04-21,1013.71
PECSO,2017-04-21,2324.42
LCDSO,2017-04-21,629.58
LCDSO,2017-04-22,628.87
PECSO,2017-04-22,2322.47
AOBSO,2017-04-22,1011.96
AGZCH,2017-04-22,64.28
ARCSO,2017-04-22,203.59
PMOSO,2017-04-22,14.53
ARLSO,2017-04-22,0.01
CHTSO,2017-04-22,4.98
IRASO,2017-04-22,0.26
IRASO,2017-04-23,0.26
CHTSO,2017-04-23,4.9
ARLSO,2017-04-23,0.01
PMOSO,2017-04-23,14.45
ARCSO,2017-04-23,203.59
AGZCH,2017-04-23,63.87
AOBSO,2017-04-23,1009.33
PECSO,2017-04-23,2320.52
LCDSO,2017-04-23,628.16
LCDSO,2017-04-24,627.45
PECSO,2017-04-24,2319.54
AOBSO,2017-04-24,1009.33
AGZCH,2017-04-24,63.7
ARCSO,2017-04-24,203.59
PMOSO,2017-04-24,14.42
ARLSO,2017-04-24,0.01
CHTSO,2017-04-24,4.88
IRASO,2017-04-24,0.26
IRASO,2017-04-25,0.26
CHTSO,2017-04-25,4.83
ARLSO,2017-04-25,0.01
PMOSO,2017-04-25,14.38
ARCSO,2017-04-25,203.37
AGZCH,2017-04-25,63.12
AOBSO,2017-04-25,1005.83
PECSO,2017-04-25,2319.54
LCDSO,2017-04-25,626.39
LCDSO,2017-04-26,625.68
PECSO,2017-04-26,2319.54
AOBSO,2017-04-26,1004.07
AGZCH,2017-04-26,62.83
ARCSO,2017-04-26,203.37
PMOSO,2017-04-26,14.3
ARLSO,2017-04-26,0.01
CHTSO,2017-04-26,4.79
IRASO,2017-04-26,0.25
IRASO,2017-04-27,0.25
CHTSO,2017-04-27,4.75
ARLSO,2017-04-27,0.01
PMOSO,2017-04-27,14.26
ARCSO,2017-04-27,203.15
AGZCH,2017-04-27,62.3
AOBSO,2017-04-27,1002.32
PECSO,2017-04-27,2315.64
LCDSO,2017-04-27,624.62
LCDSO,2017-04-28,623.91
PECSO,2017-04-28,2312.72
AOBSO,2017-04-28,1000.57
AGZCH,2017-04-28,61.85
ARCSO,2017-04-28,203.15
PMOSO,2017-04-28,14.19
ARLSO,2017-04-28,0.01
CHTSO,2017-04-28,4.71
IRASO,2017-04-28,0.25
IRASO,2017-04-29,0.25
CHTSO,2017-04-29,4.67
ARLSO,2017-04-29,0.01
PMOSO,2017-04-29,14.11
ARCSO,2017-04-29,203.15
AGZCH,2017-04-29,61.39
AOBSO,2017-04-29,998.81
PECSO,2017-04-29,2310.76
LCDSO,2017-04-29,623.2
LCDSO,2017-04-30,622.14
PECSO,2017-04-30,2308.81
AOBSO,2017-04-30,997.06
AGZCH,2017-04-30,61.05
ARCSO,2017-04-30,203.15
PMOSO,2017-04-30,14.04
ARLSO,2017-04-30,0.01
CHTSO,2017-04-30,4.6
IRASO,2017-04-30,0.25
IRASO,2017-05-01,0.25
CHTSO,2017-05-01,4.54
ARLSO,2017-05-01,0.01
PMOSO,2017-05-01,13.96
ARCSO,2017-05-01,202.93
AGZCH,2017-05-01,60.65
AOBSO,2017-05-01,996.19
PECSO,2017-05-01,2306.86
LCDSO,2017-05-01,621.78
LCDSO,2017-05-02,621.43
PECSO,2017-05-02,2308.81
AOBSO,2017-05-02,996.19
AGZCH,2017-05-02,60.26
ARCSO,2017-05-02,202.71
PMOSO,2017-05-02,13.89
ARLSO,2017-05-02,0.01
CHTSO,2017-05-02,4.56
IRASO,2017-05-02,0.24
IRASO,2017-05-03,0.24
CHTSO,2017-05-03,4.54
ARLSO,2017-05-03,0.01
PMOSO,2017-05-03,13.85
ARCSO,2017-05-03,202.71
AGZCH,2017-05-03,59.8
AOBSO,2017-05-03,995.31
PECSO,2017-05-03,2308.81
LCDSO,2017-05-03,621.07
LCDSO,2017-05-04,620.72
PECSO,2017-05-04,2307.84
AOBSO,2017-05-04,995.31
AGZCH,2017-05-04,59.57
ARCSO,2017-05-04,202.49
PMOSO,2017-05-04,13.73
ARLSO,2017-05-04,0
CHTSO,2017-05-04,4.54
IRASO,2017-05-04,0.24
IRASO,2017-05-05,0.24
CHTSO,2017-05-05,4.52
ARLSO,2017-05-05,0
PMOSO,2017-05-05,13.66
ARCSO,2017-05-05,202.49
AGZCH,2017-05-05,59.24
AOBSO,2017-05-05,994.43
PECSO,2017-05-05,2306.86
LCDSO,2017-05-05,620.37
LCDSO,2017-05-06,620.01
PECSO,2017-05-06,2306.86
AOBSO,2017-05-06,994.43
AGZCH,2017-05-06,58.96
ARCSO,2017-05-06,202.27
PMOSO,2017-05-06,13.58
ARLSO,2017-05-06,0
CHTSO,2017-05-06,4.54
IRASO,2017-05-06,0.23
IRASO,2017-05-07,0.23
CHTSO,2017-05-07,4.52
ARLSO,2017-05-07,0
PMOSO,2017-05-07,13.51
ARCSO,2017-05-07,202.27
AGZCH,2017-05-07,58.57
AOBSO,2017-05-07,993.56
PECSO,2017-05-07,2305.89
LCDSO,2017-05-07,619.3
LCDSO,2017-05-08,618.59
PECSO,2017-05-08,2303.94
AOBSO,2017-05-08,992.68
AGZCH,2017-05-08,58.24
ARCSO,2017-05-08,202.05
PMOSO,2017-05-08,13.43
ARLSO,2017-05-08,0
CHTSO,2017-05-08,4.54
IRASO,2017-05-08,0.23
IRASO,2017-05-09,0.23
CHTSO,2017-05-09,4.54
ARLSO,2017-05-09,0
PMOSO,2017-05-09,13.32
ARCSO,2017-05-09,202.05
AGZCH,2017-05-09,57.91
AOBSO,2017-05-09,991.8
PECSO,2017-05-09,2302.96
LCDSO,2017-05-09,618.24
LCDSO,2017-05-10,617.88
PECSO,2017-05-10,2302.96
AOBSO,2017-05-10,990.93
AGZCH,2017-05-10,57.52
ARCSO,2017-05-10,201.82
PMOSO,2017-05-10,13.21
ARLSO,2017-05-10,0
CHTSO,2017-05-10,4.54
IRASO,2017-05-10,0.23
IRASO,2017-05-11,0.23
CHTSO,2017-05-11,4.54
ARLSO,2017-05-11,0
PMOSO,2017-05-11,13.13
ARCSO,2017-05-11,201.6
AGZCH,2017-05-11,57.24
AOBSO,2017-05-11,990.05
PECSO,2017-05-11,2301.98
LCDSO,2017-05-11,617.53
LCDSO,2017-05-12,616.82
PECSO,2017-05-12,2301.98
AOBSO,2017-05-12,989.17
AGZCH,2017-05-12,56.96
ARCSO,2017-05-12,201.38
PMOSO,2017-05-12,13.02
ARLSO,2017-05-12,0
CHTSO,2017-05-12,4.48
IRASO,2017-05-12,0.23
IRASO,2017-05-13,0.22
CHTSO,2017-05-13,4.39
ARLSO,2017-05-13,0
PMOSO,2017-05-13,12.94
ARCSO,2017-05-13,201.16
AGZCH,2017-05-13,56.69
AOBSO,2017-05-13,988.3
PECSO,2017-05-13,2301.01
LCDSO,2017-05-13,616.47
LCDSO,2017-05-14,616.11
PECSO,2017-05-14,2300.03
AOBSO,2017-05-14,988.3
AGZCH,2017-05-14,56.47
ARCSO,2017-05-14,200.94
PMOSO,2017-05-14,12.94
ARLSO,2017-05-14,0
CHTSO,2017-05-14,4.31
IRASO,2017-05-14,0.22
IRASO,2017-05-15,0.22
CHTSO,2017-05-15,4.23
ARLSO,2017-05-15,0
PMOSO,2017-05-15,12.79
ARCSO,2017-05-15,200.72
AGZCH,2017-05-15,56.2
AOBSO,2017-05-15,985.67
PECSO,2017-05-15,2298.08
LCDSO,2017-05-15,615.4
LCDSO,2017-05-16,614.7
PECSO,2017-05-16,2297.11
AOBSO,2017-05-16,982.16
AGZCH,2017-05-16,55.93
ARCSO,2017-05-16,200.5
PMOSO,2017-05-16,12.71
ARLSO,2017-05-16,0
CHTSO,2017-05-16,4.14
IRASO,2017-05-16,0.21
IRASO,2017-05-17,0.21
CHTSO,2017-05-17,4.06
ARLSO,2017-05-17,0
PMOSO,2017-05-17,12.64
ARCSO,2017-05-17,200.28
AGZCH,2017-05-17,55.6
AOBSO,2017-05-17,977.78
PECSO,2017-05-17,2294.18
LCDSO,2017-05-17,613.99
LCDSO,2017-05-18,612.21
PECSO,2017-05-18,2289.75
AOBSO,2017-05-18,973.4
AGZCH,2017-05-18,55.17
ARCSO,2017-05-18,200.28
PMOSO,2017-05-18,12.56
ARLSO,2017-05-18,0
CHTSO,2017-05-18,3.99
IRASO,2017-05-18,0.21
IRASO,2017-05-19,0.21
CHTSO,2017-05-19,3.93
ARLSO,2017-05-19,0
PMOSO,2017-05-19,12.49
ARCSO,2017-05-19,200.06
AGZCH,2017-05-19,54.85
AOBSO,2017-05-19,971.65
PECSO,2017-05-19,2280.23
LCDSO,2017-05-19,611.51
LCDSO,2017-05-20,611.15
PECSO,2017-05-20,2270.72
AOBSO,2017-05-20,974.28
AGZCH,2017-05-20,54.52
ARCSO,2017-05-20,200.06
PMOSO,2017-05-20,12.41
ARLSO,2017-05-20,0
CHTSO,2017-05-20,3.9
IRASO,2017-05-20,0.21
IRASO,2017-05-21,0.21
CHTSO,2017-05-21,3.82
ARLSO,2017-05-21,0
PMOSO,2017-05-21,12.33
ARCSO,2017-05-21,199.84
AGZCH,2017-05-21,54.25
AOBSO,2017-05-21,986.55
PECSO,2017-05-21,2259.47
LCDSO,2017-05-21,610.44
LCDSO,2017-05-22,609.73
PECSO,2017-05-22,2241.31
AOBSO,2017-05-22,997.62
AGZCH,2017-05-22,53.98
ARCSO,2017-05-22,199.84
PMOSO,2017-05-22,12.26
ARLSO,2017-05-22,0
CHTSO,2017-05-22,3.77
IRASO,2017-05-22,0.2
IRASO,2017-05-23,0.2
CHTSO,2017-05-23,3.75
ARLSO,2017-05-23,0
PMOSO,2017-05-23,12.18
ARCSO,2017-05-23,199.62
AGZCH,2017-05-23,53.88
AOBSO,2017-05-23,1008.46
PECSO,2017-05-23,2228.33
LCDSO,2017-05-23,609.02
LCDSO,2017-05-24,608.32
PECSO,2017-05-24,2214.49
AOBSO,2017-05-24,1023.35
AGZCH,2017-05-24,53.67
ARCSO,2017-05-24,199.4
PMOSO,2017-05-24,12.11
ARLSO,2017-05-24,0
CHTSO,2017-05-24,3.75
IRASO,2017-05-24,0.2
IRASO,2017-05-25,0.2
CHTSO,2017-05-25,3.75
ARLSO,2017-05-25,0
PMOSO,2017-05-25,12.03
ARCSO,2017-05-25,199.18
AGZCH,2017-05-25,53.35
AOBSO,2017-05-25,1033.87
PECSO,2017-05-25,2201.02
LCDSO,2017-05-25,607.25
LCDSO,2017-05-26,606.54
PECSO,2017-05-26,2188.84
AOBSO,2017-05-26,1045.56
AGZCH,2017-05-26,52.93
ARCSO,2017-05-26,198.95
PMOSO,2017-05-26,11.96
ARLSO,2017-05-26,0
CHTSO,2017-05-26,3.73
IRASO,2017-05-26,0.19
IRASO,2017-05-27,0.19
CHTSO,2017-05-27,3.73
ARLSO,2017-05-27,0
PMOSO,2017-05-27,11.88
ARCSO,2017-05-27,198.95
AGZCH,2017-05-27,52.67
AOBSO,2017-05-27,1057.71
PECSO,2017-05-27,2176.66
LCDSO,2017-05-27,605.83
LCDSO,2017-05-28,605.13
PECSO,2017-05-28,2164.48
AOBSO,2017-05-28,1068.93
AGZCH,2017-05-28,52.36
ARCSO,2017-05-28,198.73
PMOSO,2017-05-28,11.8
ARLSO,2017-05-28,0
CHTSO,2017-05-28,3.73
IRASO,2017-05-28,0.19
IRASO,2017-05-29,0.19
CHTSO,2017-05-29,3.73
ARLSO,2017-05-29,0
PMOSO,2017-05-29,11.73
ARCSO,2017-05-29,198.51
AGZCH,2017-05-29,52.09
AOBSO,2017-05-29,1078.28
PECSO,2017-05-29,2150.67
LCDSO,2017-05-29,604.1
LCDSO,2017-05-30,603.41
PECSO,2017-05-30,2137.68
AOBSO,2017-05-30,1087.63
AGZCH,2017-05-30,51.83
ARCSO,2017-05-30,198.29
PMOSO,2017-05-30,11.65
ARLSO,2017-05-30,0
CHTSO,2017-05-30,3.73
IRASO,2017-05-30,0.19
IRASO,2017-05-31,0.19
CHTSO,2017-05-31,3.73
ARLSO,2017-05-31,0
PMOSO,2017-05-31,11.58
ARCSO,2017-05-31,198.07
AGZCH,2017-05-31,51.52
AOBSO,2017-05-31,1096.98
PECSO,2017-05-31,2123.85
LCDSO,2017-05-31,602.72
LCDSO,2017-06-01,601.69
PECSO,2017-06-01,2110.72
AOBSO,2017-06-01,1109.13
AGZCH,2017-06-01,51.16
ARCSO,2017-06-01,197.85
PMOSO,2017-06-01,11.5
ARLSO,2017-06-01,0
CHTSO,2017-06-01,3.71
IRASO,2017-06-01,0.18
IRASO,2017-06-02,0.18
CHTSO,2017-06-02,3.68
ARLSO,2017-06-02,0
PMOSO,2017-06-02,11.46
ARCSO,2017-06-02,197.85
AGZCH,2017-06-02,50.85
AOBSO,2017-06-02,1120.35
PECSO,2017-06-02,2097.6
LCDSO,2017-06-02,601
LCDSO,2017-06-03,600.32
PECSO,2017-06-03,2084.47
AOBSO,2017-06-03,1130.63
AGZCH,2017-06-03,50.5
ARCSO,2017-06-03,197.63
PMOSO,2017-06-03,11.43
ARLSO,2017-06-03,0
CHTSO,2017-06-03,3.58
IRASO,2017-06-03,0.18
IRASO,2017-06-04,0.17
CHTSO,2017-06-04,3.49
ARLSO,2017-06-04,0
PMOSO,2017-06-04,11.39
ARCSO,2017-06-04,197.41
AGZCH,2017-06-04,50.25
AOBSO,2017-06-04,1142.31
PECSO,2017-06-04,2071.34
LCDSO,2017-06-04,599.63
LCDSO,2017-06-05,598.94
PECSO,2017-06-05,2055.75
AOBSO,2017-06-05,1154.22
AGZCH,2017-06-05,49.94
ARCSO,2017-06-05,197.41
PMOSO,2017-06-05,11.31
ARLSO,2017-06-05,0
CHTSO,2017-06-05,3.44
IRASO,2017-06-05,0.17
IRASO,2017-06-06,0.17
CHTSO,2017-06-06,3.42
ARLSO,2017-06-06,0
PMOSO,2017-06-06,11.25
ARCSO,2017-06-06,197.19
AGZCH,2017-06-06,49.54
AOBSO,2017-06-06,1164.15
PECSO,2017-06-06,2041.72
LCDSO,2017-06-06,597.91
LCDSO,2017-06-07,597.23
PECSO,2017-06-07,2027.93
AOBSO,2017-06-07,1174.07
AGZCH,2017-06-07,49.13
ARCSO,2017-06-07,196.97
PMOSO,2017-06-07,11.18
ARLSO,2017-06-07,0
CHTSO,2017-06-07,3.42
IRASO,2017-06-07,0.17
IRASO,2017-06-08,0.17
CHTSO,2017-06-08,3.36
ARLSO,2017-06-08,0
PMOSO,2017-06-08,11.12
ARCSO,2017-06-08,196.75
AGZCH,2017-06-08,48.78
AOBSO,2017-06-08,1183.99
PECSO,2017-06-08,2013.27
LCDSO,2017-06-08,596.88
LCDSO,2017-06-09,595.85
PECSO,2017-06-09,1999.47
AOBSO,2017-06-09,1193.92
AGZCH,2017-06-09,48.44
ARCSO,2017-06-09,196.53
PMOSO,2017-06-09,11.06
ARLSO,2017-06-09,0
CHTSO,2017-06-09,3.36
IRASO,2017-06-09,0.16
IRASO,2017-06-10,0.16
CHTSO,2017-06-10,3.36
ARLSO,2017-06-10,0
PMOSO,2017-06-10,10.99
ARCSO,2017-06-10,196.53
AGZCH,2017-06-10,48.15
AOBSO,2017-06-10,1203.84
PECSO,2017-06-10,1983.95
LCDSO,2017-06-10,595.17
LCDSO,2017-06-11,594.48
PECSO,2017-06-11,1969.3
AOBSO,2017-06-11,1213.77
AGZCH,2017-06-11,47.76
ARCSO,2017-06-11,196.31
PMOSO,2017-06-11,10.93
ARLSO,2017-06-11,0
CHTSO,2017-06-11,3.36
IRASO,2017-06-11,0.16
IRASO,2017-06-12,0.15
CHTSO,2017-06-12,3.34
ARLSO,2017-06-12,0
PMOSO,2017-06-12,10.86
ARCSO,2017-06-12,196.08
AGZCH,2017-06-12,47.46
AOBSO,2017-06-12,1223.69
PECSO,2017-06-12,1951.85
LCDSO,2017-06-12,593.45
LCDSO,2017-06-13,592.76
PECSO,2017-06-13,1937.52
AOBSO,2017-06-13,1233.61
AGZCH,2017-06-13,47.17
ARCSO,2017-06-13,196.08
PMOSO,2017-06-13,10.8
ARLSO,2017-06-13,0
CHTSO,2017-06-13,3.33
IRASO,2017-06-13,0.15
IRASO,2017-06-14,0.15
CHTSO,2017-06-14,3.29
ARLSO,2017-06-14,0
PMOSO,2017-06-14,10.74
ARCSO,2017-06-14,195.86
AGZCH,2017-06-14,46.78
AOBSO,2017-06-14,1244.11
PECSO,2017-06-14,1922.29
LCDSO,2017-06-14,592.42
LCDSO,2017-06-15,591.73
PECSO,2017-06-15,1907.07
AOBSO,2017-06-15,1254.61
AGZCH,2017-06-15,46.49
ARCSO,2017-06-15,195.64
PMOSO,2017-06-15,10.67
ARLSO,2017-06-15,0
CHTSO,2017-06-15,3.25
IRASO,2017-06-15,0.15
IRASO,2017-06-16,0.15
CHTSO,2017-06-16,3.25
ARLSO,2017-06-16,0
PMOSO,2017-06-16,10.64
ARCSO,2017-06-16,195.42
AGZCH,2017-06-16,46.11
AOBSO,2017-06-16,1265.11
PECSO,2017-06-16,1890.94
LCDSO,2017-06-16,591.04
LCDSO,2017-06-17,590.36
PECSO,2017-06-17,1874.82
AOBSO,2017-06-17,1275.61
AGZCH,2017-06-17,45.73
ARCSO,2017-06-17,195.2
PMOSO,2017-06-17,10.64
ARLSO,2017-06-17,0
CHTSO,2017-06-17,3.25
IRASO,2017-06-17,0.15
IRASO,2017-06-18,0.14
CHTSO,2017-06-18,3.25
ARLSO,2017-06-18,0
PMOSO,2017-06-18,10.61
ARCSO,2017-06-18,194.98
AGZCH,2017-06-18,45.35
AOBSO,2017-06-18,1288.21
PECSO,2017-06-18,1858.86
LCDSO,2017-06-18,589.67
LCDSO,2017-06-19,588.98
PECSO,2017-06-19,1842.16
AOBSO,2017-06-19,1299.76
AGZCH,2017-06-19,44.98
ARCSO,2017-06-19,194.76
PMOSO,2017-06-19,10.61
ARLSO,2017-06-19,0
CHTSO,2017-06-19,3.25
IRASO,2017-06-19,0.14
IRASO,2017-06-20,0.14
CHTSO,2017-06-20,3.23
ARLSO,2017-06-20,0
PMOSO,2017-06-20,10.55
ARCSO,2017-06-20,194.76
AGZCH,2017-06-20,44.6
AOBSO,2017-06-20,1311.31
PECSO,2017-06-20,1824.57
LCDSO,2017-06-20,588.3
LCDSO,2017-06-21,587.61
PECSO,2017-06-21,1807.87
AOBSO,2017-06-21,1321.81
AGZCH,2017-06-21,44.13
ARCSO,2017-06-21,194.56
PMOSO,2017-06-21,10.51
ARLSO,2017-06-21,0
CHTSO,2017-06-21,3.23
IRASO,2017-06-21,0.13
IRASO,2017-06-22,0.13
CHTSO,2017-06-22,3.23
ARLSO,2017-06-22,0
PMOSO,2017-06-22,10.48
ARCSO,2017-06-22,194.36
AGZCH,2017-06-22,43.81
AOBSO,2017-06-22,1332.31
PECSO,2017-06-22,1790.29
LCDSO,2017-06-22,586.92
LCDSO,2017-06-23,586.58
PECSO,2017-06-23,1773.3
AOBSO,2017-06-23,1349.7
AGZCH,2017-06-23,43.4
ARCSO,2017-06-23,194.16
PMOSO,2017-06-23,10.45
ARLSO,2017-06-23,0
CHTSO,2017-06-23,3.18
IRASO,2017-06-23,0.13
IRASO,2017-06-24,0.13
CHTSO,2017-06-24,3.18
ARLSO,2017-06-24,0
PMOSO,2017-06-24,10.42
ARCSO,2017-06-24,194.16
AGZCH,2017-06-24,43.04
AOBSO,2017-06-24,1358.56
PECSO,2017-06-24,1758.8
LCDSO,2017-06-24,585.89
LCDSO,2017-06-25,585.21
PECSO,2017-06-25,1744.3
AOBSO,2017-06-25,1371.86
AGZCH,2017-06-25,42.67
ARCSO,2017-06-25,194.16
PMOSO,2017-06-25,10.35
ARLSO,2017-06-25,0
CHTSO,2017-06-25,3.09
IRASO,2017-06-25,0.13
IRASO,2017-06-26,0.12
CHTSO,2017-06-26,3.05
ARLSO,2017-06-26,0
PMOSO,2017-06-26,10.32
ARCSO,2017-06-26,194.16
AGZCH,2017-06-26,42.31
AOBSO,2017-06-26,1382.95
PECSO,2017-06-26,1726.58
LCDSO,2017-06-26,584.52
LCDSO,2017-06-27,584.52
PECSO,2017-06-27,1711.28
AOBSO,2017-06-27,1394.04
AGZCH,2017-06-27,41.95
ARCSO,2017-06-27,193.95
PMOSO,2017-06-27,10.32
ARLSO,2017-06-27,0
CHTSO,2017-06-27,3.03
IRASO,2017-06-27,0.12
IRASO,2017-06-28,0.12
CHTSO,2017-06-28,3
ARLSO,2017-06-28,0
PMOSO,2017-06-28,10.29
ARCSO,2017-06-28,193.75
AGZCH,2017-06-28,41.68
AOBSO,2017-06-28,1405.12
PECSO,2017-06-28,1696.28
LCDSO,2017-06-28,583.83
LCDSO,2017-06-29,582.8
PECSO,2017-06-29,1683.17
AOBSO,2017-06-29,1422.86
AGZCH,2017-06-29,41.42
ARCSO,2017-06-29,193.55
PMOSO,2017-06-29,10.26
ARLSO,2017-06-29,0
CHTSO,2017-06-29,2.98
IRASO,2017-06-29,0.12
IRASO,2017-06-30,0.11
CHTSO,2017-06-30,2.95
ARLSO,2017-06-30,0
PMOSO,2017-06-30,10.19
ARCSO,2017-06-30,193.15
AGZCH,2017-06-30,41.16
AOBSO,2017-06-30,1433.94
PECSO,2017-06-30,1668.61
LCDSO,2017-06-30,582.11
LCDSO,2017-07-01,581.43
PECSO,2017-07-01,1653.31
AOBSO,2017-07-01,1445.03
AGZCH,2017-07-01,40.9
ARCSO,2017-07-01,192.95
PMOSO,2017-07-01,10.16
ARLSO,2017-07-01,0
CHTSO,2017-07-01,2.94
IRASO,2017-07-01,0.11
IRASO,2017-07-02,0.11
CHTSO,2017-07-02,2.95
ARLSO,2017-07-02,0
PMOSO,2017-07-02,10.1
ARCSO,2017-07-02,192.75
AGZCH,2017-07-02,40.56
AOBSO,2017-07-02,1456.46
PECSO,2017-07-02,1638.02
LCDSO,2017-07-02,580.74
LCDSO,2017-07-03,580.05
PECSO,2017-07-03,1624.33
AOBSO,2017-07-03,1466.96
AGZCH,2017-07-03,40.3
ARCSO,2017-07-03,192.54
PMOSO,2017-07-03,10.16
ARLSO,2017-07-03,0
CHTSO,2017-07-03,2.95
IRASO,2017-07-03,0.11
IRASO,2017-07-04,0.11
CHTSO,2017-07-04,2.95
ARLSO,2017-07-04,0
PMOSO,2017-07-04,10.13
ARCSO,2017-07-04,192.34
AGZCH,2017-07-04,40.22
AOBSO,2017-07-04,1482.12
PECSO,2017-07-04,1610.77
LCDSO,2017-07-04,579.37
LCDSO,2017-07-05,578.68
PECSO,2017-07-05,1597.2
AOBSO,2017-07-05,1496.12
AGZCH,2017-07-05,40.13
ARCSO,2017-07-05,192.34
PMOSO,2017-07-05,10.13
ARLSO,2017-07-05,0
CHTSO,2017-07-05,2.94
IRASO,2017-07-05,0.1
IRASO,2017-07-06,0.1
CHTSO,2017-07-06,2.94
ARLSO,2017-07-06,0
PMOSO,2017-07-06,10.1
ARCSO,2017-07-06,192.14
AGZCH,2017-07-06,39.96
AOBSO,2017-07-06,1506.62
PECSO,2017-07-06,1583.63
LCDSO,2017-07-06,577.99
LCDSO,2017-07-07,577.31
PECSO,2017-07-07,1570.74
AOBSO,2017-07-07,1519.45
AGZCH,2017-07-07,39.79
ARCSO,2017-07-07,192.34
PMOSO,2017-07-07,10.07
ARLSO,2017-07-07,0
CHTSO,2017-07-07,2.94
IRASO,2017-07-07,0.09
IRASO,2017-07-08,0.09
CHTSO,2017-07-08,2.92
ARLSO,2017-07-08,0
PMOSO,2017-07-08,10.1
